Online Marketing Bureau ATAK,,,
Breezego Online Marketing,,,
Jacob Attias,Publisher Community Manager,dSero,http://www.dsero.com
Meghan Dorn,Phoenix Community Manager,NetworkingPhoenix.com,http://www.networkingphoenix.com
Matthieu De Luze,Content & Community Manager,Starzik,http://www.starzik.com
Megan Larsen,Business Community Manager,Kumbuya,http://www.kumbuya.com
Mathias Moeller,"Editor, Community Manager",Amazee,http://www.amazee.com
Ismay Ozga,Digital & Community Manager,Patchwork Present,http://www.patchworkpresent.com
Kresimir Linke,QA & Community manager,Repsly Inc.,http://www.resply.com
Jeff Israel,Content/Community Manager,Sonicbids,http://www.sonicbids.com
Amy Bethel,Co-Community Manager,GeoClique,http://www.geoclique.me
Jackson Segars,Creative Community Manager,Vidaao,http://www.vidaao.com
Steve Campbell,Senior Community Manager,VaynerMedia,http://vaynermedia.com
Akemi Katsumata,PR & Community Manager,zoolook,http://www.zoolook.me
Alexandre Morgaut,Web Architect & Community Manager,4D,
Panagiotis Tsaggas,Co-founder/ Community Manager,Susurrus,http://www.susurrus.io/
Luis Arronte Ygartua,Journalist and Community Manager,Giro Comunicacion,http://www.girocomunicacion.es
Brendan Dempsey,Content and Community Manager,Weplay,http://www.weplay.com
Matt Wink,"Co-Founder, Community Manager",MyTraining.pro,http://www.mytraining.pro
Sara Smith,Content and Community Manager,"Collexion, Inc.",
Nellie Alimi,Social Media & Community Manager,SpaceHitch,http://www.spacehitch.com
Siena Leslie,Pixel Artist & Community Manager,HabitRPG,http://habitrpg.com
Ian Brunswick,Events and Community Manager,Science Gallery,
Kate Hubchyk,Marketing and Community manager,Streaming DJs,http://streamingdjs.com
Dylan Biles,Content and Community Manager,DealTaker,http://www.DealTaker.com
Christophe Chantraine,Content and Community Manager,The Magnetic Think,http://www.brandialog.com
Paul Musters,Head Coach / Community Manager,Fitmo,http://www.fitmo.com
Philip Wride,FIFA UK Community Manager,Electronic Arts,http://www.ea.com
James Watts,Director and CakePHP Community Manager,Cake Development Corporation,http://cakedc.com
Hailey Granatelli,Social Brand Manager/Community Manager,DigitalCoCo,http://www.digitalcoco.com
Kat Dawe,Executive Assistant and Community Manager,SoftTech VC,http://www.softtechvc.com
Danielle Yasso,Sr. Operations Manager & Community Manager,Reframe It,http://reframeit.com
Graham Scharf,Co-Founder and Community Manager,Tumblon,http://www.tumblon.com
Jose Luis Moreno,Responsable de producto y Community Manager,Artesanio,http://artesanio.com
Karen Somerville,"Co-Founder, Brand and Community Manager",Exhibit-it,http://www.exhibit-it.com
Meghan Murphy,"Community Programs Manager, Social Media Marketing",Twilio,http://www.twilio.com
Christian Picciolini,Community Partnerships Manager,Threadless,http://www.threadless.com
Claudia Lins,Community Relations Manager,Talenthouse,http://www.talenthouse.com
Jason Rand,Community Development Manager,Cake Financial,http://www.cakefinancial.com
Jinyoung Park,Community/Content Manager,37coins,
Marion Gelain,Community & Sales Manager,Overblog,http://www.over-blog.com
Jack DeManche,Community Experience Manager,CO Everywhere,http://COeverywhere.com
Shira Granot,Community & Growth Manager,SPOT,http://spotst.com
Ali Hart,Community Engagement Manager,JustShareIt,http://www.justshareit.com
Ashley Price,Community Operations Manager,Kumbuya,http://www.kumbuya.com
Steven Lowell,Community Development Manager,Voice123,
Billy Linker,"Manager, Community Development",Waywire,http://enterprise.waywire.com
Phylicia Manley,Community Engagement Manager,Kumbuya,http://www.kumbuya.com
Jessica Garcia,Community Relations Manager,Quippi,http://www.quippi.com
Charlie Whiton,"QA Manager, Community Guy",Picnik,http://picnik.com
Alexandra Simone,"co-founder, Community Development Manager",WomenCentric,http://www.womencentric.net
Misty Faucheaux,Social Media and Community Relations Manager,Viscape,http://viscape.com
Matthew Hirschfelt,Community / Social Media Manager,Blue Frog Gaming,http://www.bluefroggaming.com
Ariel Cohen,"Manager, Developer Community",LivePerson,http://www.liveperson.com
Sal Partovi,Sr. Manager of Community and Social Marketing,Appirio,http://www.appirio.com
Nathalie Kim,"Group Product Marketing Manager, Content & Community",LinkedIn,http://linkedin.com
Community Impact Online Data Manager (CI-ODM) by CTK,,Community TechKnowledge,http://www.communitytech.net
Austin Gunter,"Manager, Content and Community Marketing",WP Engine,http://wpengine.com
Catherine Buzzitta,Community and Loyalty Programs Manager,Webroot,http://www.webroot.com
Brad Rodrigues,Senior Vice President and General Manager of Digital and Community Development,Leapfrog Enterprises,http://www.leapfrog.com
Online Data Manager (ODM) by CTK,,Community TechKnowledge,http://www.communitytech.net
Junya Konishi,Overseas Projects / Administration Office Manager,Community Factory,http://communityfactory.com
Rachael M Dorr,General Manager,Boston Community Capital,http://www.bostoncommunitycapital.org
Jessica Friesen,Investor Relations Manager,Boston Community Capital,http://www.bostoncommunitycapital.org
Luis Matienzo,Loan Fund Operations Manager,Boston Community Capital,http://www.bostoncommunitycapital.org
Ann Heron,Office Manager,Placer Community Foundation,http://placercf.org
Community Management,,eModeration,http://emoderation.com
TIBCO BusinessConnect Trading Community Management,,TIBCO Software,http://www.tibco.com
Ismail Izgi,Community Management Lead,GROU.PS,http://grou.ps
Luisa Morales,Commmunity Manager,Projective Space,http://www.projective.co
Jeffrey Otterspoor,Teamleader Community Management,GamePoint,http://www.gamepoint.com
Natalie Rodic Marsan,Director of Community Management,MRY,
Valerie Chavez,"Head of Community Management, PR Contact",WeAre.Us,http://www.weare.us
Shauna Rooke-Meyer,Customer Support / Community Management,Nexercise,http://www.nexercise.com
Becca Martin,Director of Community Management,EveryBlock,http://www.everyblock.com/
Vishal Natarajan,Marketing Associate/Community Management,Fuzz,http://fuzz.com
Christian Rubio,VP of Community Management,MocoSpace,http://www.mocospace.com
Remco Bron,"Marketing, sales and community management",Yubby.com,http://www.yubby.com
Global Management Community,,,
Melissa Arnott,"Vice President, Community Programs",Integra Health Management,http://www.integraserviceconnect.com
Erica Duignan Minnihan,"Managing Director, Community",DreamIt Ventures,http://www.dreamitventures.com
Jake Wright,Project Manager,CommunityPi.org,http://communitypi.org
Sharon Shepard,"Managing Director, Venture Fund",Boston Community Capital,http://www.bostoncommunitycapital.org
R. Candler Young,Managing Partner and Co-founder,DC Community Ventures,http://www.dccommunityventures.com
Andrew Chen,Managing Director,Boston Community Capital,http://www.bostoncommunitycapital.org
Karim Zia,Managing Partner and Co-founder,DC Community Ventures,http://www.dccommunityventures.com
Eduardo Rallo,Managing Partner,Pacific Community Ventures,http://www.pcvfund.com
Peter Mehrberg,Managing Partner,Pacific Community Ventures,http://www.pcvfund.com
Richard Schneider,Managing Director,New Mexico Community Capital,http://www.nmccap.org
Kendal Vroman,"Senior Managing Director, Commodity Products & Services",CME Group,http://www.cmegroup.com
